LogID,TransactionID,Model_Version,Prediction_Score,Decision_Engine_Result,Final_Outcome,FeatureVector
LID_000145,TID_000145,v1.3,0.1223,REVIEW,CLEARED,"{""Txn_Amt"": 56.97, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 80.6}"
LID_000146,TID_000146,v1.4,0.4395,REVIEW,FRAUD,"{""Txn_Amt"": 88.67, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 95.2}"
LID_000147,TID_000147,v1.4,0.1146,REVIEW,CLEARED,"{""Txn_Amt"": 153.96, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 47.2}"
LID_000148,TID_000148,v1.3,0.2757,REVIEW,CLEARED,"{""Txn_Amt"": 278.75, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 34.6}"
LID_000149,TID_000149,v1.3,0.0373,ACCEPT,CLEARED,"{""Txn_Amt"": 122.15, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 44.2}"
LID_000150,TID_000150,v1.2,0.0092,ACCEPT,CLEARED,"{""Txn_Amt"": 163.98, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 3.0}"
LID_000151,TID_000151,v1.2,0.0012,ACCEPT,CLEARED,"{""Txn_Amt"": 36.93, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 34.2}"
LID_000152,TID_000152,v1.3,0.0205,ACCEPT,CLEARED,"{""Txn_Amt"": 57.25, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 46.4}"
LID_000153,TID_000153,v1.4,0.0837,ACCEPT,CLEARED,"{""Txn_Amt"": 1101.6, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 59.0}"
LID_000154,TID_000154,v1.4,0.0328,ACCEPT,CLEARED,"{""Txn_Amt"": 492.91, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 25.3}"
LID_000155,TID_000155,v1.4,0.0132,ACCEPT,CLEARED,"{""Txn_Amt"": 149.06, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 76.1}"
LID_000156,TID_000156,v1.3,0.3218,REVIEW,CLEARED,"{""Txn_Amt"": 29.33, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 68.8}"
LID_000157,TID_000157,v1.3,0.1363,REVIEW,CLEARED,"{""Txn_Amt"": 785.14, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 81.8}"
LID_000158,TID_000158,v1.4,0.0893,ACCEPT,CLEARED,"{""Txn_Amt"": 238.69, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 7.1}"
LID_000159,TID_000159,v1.3,0.0043,ACCEPT,CLEARED,"{""Txn_Amt"": 249.48, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 62.8}"
LID_000160,TID_000160,v1.3,0.0032,ACCEPT,CLEARED,"{""Txn_Amt"": 141.3, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 40.4}"
LID_000161,TID_000161,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 45.46, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 40.1}"
LID_000162,TID_000162,v1.3,0.328,REVIEW,CLEARED,"{""Txn_Amt"": 13.0, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 86.4}"
LID_000163,TID_000163,v1.3,0.1381,REVIEW,FRAUD,"{""Txn_Amt"": 229.82, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 87.6}"
LID_000164,TID_000164,v1.2,0.352,REVIEW,CLEARED,"{""Txn_Amt"": 16.54, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 62.4}"
LID_000165,TID_000165,v1.3,0.043,ACCEPT,CLEARED,"{""Txn_Amt"": 413.07, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 89.9}"
LID_000166,TID_000166,v1.3,0.0858,ACCEPT,CLEARED,"{""Txn_Amt"": 475.95, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 43.7}"
LID_000167,TID_000167,v1.3,0.0026,ACCEPT,CLEARED,"{""Txn_Amt"": 139.65, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 1.3}"
LID_000168,TID_000168,v1.4,0.0651,ACCEPT,CLEARED,"{""Txn_Amt"": 77.82, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 2.2}"
LID_000169,TID_000169,v1.4,0.0968,ACCEPT,CLEARED,"{""Txn_Amt"": 234.91, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 27.7}"
LID_000170,TID_000170,v1.4,0.103,REVIEW,CLEARED,"{""Txn_Amt"": 244.91, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 41.4}"
LID_000171,TID_000171,v1.4,0.0145,ACCEPT,CLEARED,"{""Txn_Amt"": 140.83, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 69.0}"
LID_000172,TID_000172,v1.3,0.0217,ACCEPT,CLEARED,"{""Txn_Amt"": 375.37, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 58.9}"
LID_000173,TID_000173,v1.4,0.0231,ACCEPT,CLEARED,"{""Txn_Amt"": 14.72, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 36.5}"
LID_000174,TID_000174,v1.3,0.0271,ACCEPT,CLEARED,"{""Txn_Amt"": 38.28, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 19.2}"
LID_000175,TID_000175,v1.3,0.056,ACCEPT,CLEARED,"{""Txn_Amt"": 336.77, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 35.3}"
LID_000176,TID_000176,v1.3,0.005,ACCEPT,CLEARED,"{""Txn_Amt"": 211.8, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 34.5}"
LID_000177,TID_000177,v1.4,0.0255,ACCEPT,CLEARED,"{""Txn_Amt"": 586.44, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 22.6}"
LID_000178,TID_000178,v1.3,0.0813,ACCEPT,CLEARED,"{""Txn_Amt"": 125.37, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 17.9}"
LID_000179,TID_000179,v1.3,0.135,REVIEW,CLEARED,"{""Txn_Amt"": 116.82, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 67.5}"
LID_000180,TID_000180,v1.4,0.1951,REVIEW,CLEARED,"{""Txn_Amt"": 131.66, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 80.2}"
LID_000181,TID_000181,v1.3,0.0528,ACCEPT,CLEARED,"{""Txn_Amt"": 95.77, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 36.7}"
LID_000182,TID_000182,v1.2,0.0605,ACCEPT,CLEARED,"{""Txn_Amt"": 61.45, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 87.0}"
LID_000183,TID_000183,v1.4,0.113,REVIEW,CLEARED,"{""Txn_Amt"": 197.5, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 37.6}"
LID_000184,TID_000184,v1.4,0.0185,ACCEPT,CLEARED,"{""Txn_Amt"": 38.6, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 83.2}"
LID_000185,TID_000185,v1.3,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 206.6, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 31.6}"
LID_000186,TID_000186,v1.4,0.1899,REVIEW,CLEARED,"{""Txn_Amt"": 252.96, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 68.5}"
LID_000187,TID_000187,v1.4,0.0458,ACCEPT,CLEARED,"{""Txn_Amt"": 8.5, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 92.9}"
LID_000188,TID_000188,v1.3,0.0123,ACCEPT,CLEARED,"{""Txn_Amt"": 40.95, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 36.9}"
LID_000189,TID_000189,v1.3,0.3099,REVIEW,CLEARED,"{""Txn_Amt"": 11.52, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 46.8}"
LID_000190,TID_000190,v1.3,0.5977,DECLINE,FRAUD,"{""Txn_Amt"": 96.79, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 47.3}"
LID_000191,TID_000191,v1.2,0.0033,ACCEPT,CLEARED,"{""Txn_Amt"": 66.27, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 78.1}"
LID_000192,TID_000192,v1.2,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 106.23, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 78.6}"
LID_000193,TID_000193,v1.3,0.081,ACCEPT,CLEARED,"{""Txn_Amt"": 77.75, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 74.2}"
LID_000194,TID_000194,v1.3,0.0448,ACCEPT,CLEARED,"{""Txn_Amt"": 189.4, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 23.8}"
LID_000195,TID_000195,v1.4,0.5159,DECLINE,FRAUD,"{""Txn_Amt"": 346.94, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 34.6}"
LID_000196,TID_000196,v1.4,0.1905,REVIEW,CLEARED,"{""Txn_Amt"": 70.36, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 23.3}"
LID_000197,TID_000197,v1.4,0.1909,REVIEW,CLEARED,"{""Txn_Amt"": 112.54, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 40.3}"
LID_000198,TID_000198,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 18.92, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 51.5}"
LID_000199,TID_000199,v1.4,0.0847,ACCEPT,CLEARED,"{""Txn_Amt"": 100.7, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 43.6}"
LID_000200,TID_000200,v1.3,0.0102,ACCEPT,CLEARED,"{""Txn_Amt"": 193.92, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 76.1}"
LID_000201,TID_000201,v1.3,0.2985,REVIEW,FRAUD,"{""Txn_Amt"": 156.1, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 2.6}"
LID_000202,TID_000202,v1.3,0.002,ACCEPT,CLEARED,"{""Txn_Amt"": 158.11, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 12.6}"
LID_000203,TID_000203,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 131.71, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 56.0}"
LID_000204,TID_000204,v1.2,0.2893,REVIEW,CLEARED,"{""Txn_Amt"": 200.09, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 81.3}"
LID_000205,TID_000205,v1.4,0.2876,REVIEW,CLEARED,"{""Txn_Amt"": 238.57, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 65.1}"
LID_000206,TID_000206,v1.3,0.0048,ACCEPT,FRAUD,"{""Txn_Amt"": 110.25, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 1.0}"
LID_000207,TID_000207,v1.4,0.206,REVIEW,CLEARED,"{""Txn_Amt"": 698.47, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 17.3}"
LID_000208,TID_000208,v1.3,0.0446,ACCEPT,CLEARED,"{""Txn_Amt"": 65.91, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 96.6}"
LID_000209,TID_000209,v1.4,0.0849,ACCEPT,CLEARED,"{""Txn_Amt"": 590.28, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 21.7}"
LID_000210,TID_000210,v1.3,0.4573,REVIEW,CLEARED,"{""Txn_Amt"": 512.24, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 45.7}"
LID_000211,TID_000211,v1.4,0.259,REVIEW,CLEARED,"{""Txn_Amt"": 114.69, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 61.5}"
LID_000212,TID_000212,v1.2,0.2273,REVIEW,CLEARED,"{""Txn_Amt"": 88.56, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 86.6}"
LID_000213,TID_000213,v1.2,0.1771,REVIEW,CLEARED,"{""Txn_Amt"": 141.14, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 73.6}"
LID_000214,TID_000214,v1.4,0.0018,ACCEPT,CLEARED,"{""Txn_Amt"": 313.65, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 93.3}"
LID_000215,TID_000215,v1.4,0.0144,ACCEPT,CLEARED,"{""Txn_Amt"": 95.86, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 88.8}"
LID_000216,TID_000216,v1.3,0.0042,ACCEPT,CLEARED,"{""Txn_Amt"": 78.22, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 56.0}"
LID_000217,TID_000217,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 115.57, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 54.9}"
LID_000218,TID_000218,v1.2,0.1473,REVIEW,CLEARED,"{""Txn_Amt"": 74.56, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 61.2}"
LID_000219,TID_000219,v1.2,0.0634,ACCEPT,CLEARED,"{""Txn_Amt"": 95.81, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 26.9}"
LID_000220,TID_000220,v1.4,0.0029,ACCEPT,CLEARED,"{""Txn_Amt"": 93.76, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 50.4}"
LID_000221,TID_000221,v1.4,0.0364,ACCEPT,CLEARED,"{""Txn_Amt"": 108.64, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 98.0}"
LID_000222,TID_000222,v1.3,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 352.12, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 36.5}"
LID_000223,TID_000223,v1.3,0.2164,REVIEW,CLEARED,"{""Txn_Amt"": 110.36, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 36.6}"
LID_000224,TID_000224,v1.3,0.0752,ACCEPT,CLEARED,"{""Txn_Amt"": 71.53, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 30.0}"
LID_000225,TID_000225,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 69.25, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 2.3}"
LID_000226,TID_000226,v1.3,0.0167,ACCEPT,CLEARED,"{""Txn_Amt"": 12.16, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 63.9}"
LID_000227,TID_000227,v1.3,0.0901,ACCEPT,CLEARED,"{""Txn_Amt"": 42.75, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 99.3}"
LID_000228,TID_000228,v1.3,0.0042,ACCEPT,CLEARED,"{""Txn_Amt"": 79.98, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 18.4}"
LID_000229,TID_000229,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 169.99, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 81.3}"
LID_000230,TID_000230,v1.4,0.0334,ACCEPT,CLEARED,"{""Txn_Amt"": 48.15, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 30.1}"
LID_000231,TID_000231,v1.3,0.0155,ACCEPT,CLEARED,"{""Txn_Amt"": 114.19, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 49.9}"
LID_000232,TID_000232,v1.4,0.3208,REVIEW,CLEARED,"{""Txn_Amt"": 49.3, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 28.6}"
LID_000233,TID_000233,v1.3,0.0073,ACCEPT,CLEARED,"{""Txn_Amt"": 26.99, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 63.1}"
LID_000234,TID_000234,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 34.7, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 24.0}"
LID_000235,TID_000235,v1.3,0.0667,ACCEPT,CLEARED,"{""Txn_Amt"": 6.49, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 44.4}"
LID_000236,TID_000236,v1.4,0.1508,REVIEW,CLEARED,"{""Txn_Amt"": 49.62, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 51.7}"
LID_000237,TID_000237,v1.4,0.1071,REVIEW,CLEARED,"{""Txn_Amt"": 67.82, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 82.6}"
LID_000238,TID_000238,v1.3,0.0805,ACCEPT,CLEARED,"{""Txn_Amt"": 67.22, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 71.4}"
LID_000239,TID_000239,v1.4,0.0077,ACCEPT,CLEARED,"{""Txn_Amt"": 10.79, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 86.2}"
LID_000240,TID_000240,v1.4,0.3942,REVIEW,CLEARED,"{""Txn_Amt"": 348.28, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 67.7}"
LID_000241,TID_000241,v1.3,0.1685,REVIEW,CLEARED,"{""Txn_Amt"": 123.16, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 95.7}"
LID_000242,TID_000242,v1.3,0.0135,ACCEPT,CLEARED,"{""Txn_Amt"": 89.13, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 62.2}"
LID_000243,TID_000243,v1.4,0.0368,ACCEPT,CLEARED,"{""Txn_Amt"": 43.95, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 51.9}"
LID_000244,TID_000244,v1.2,0.036,ACCEPT,CLEARED,"{""Txn_Amt"": 105.04, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 41.8}"
LID_000245,TID_000245,v1.3,0.0338,ACCEPT,CLEARED,"{""Txn_Amt"": 262.45, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 37.1}"
LID_000246,TID_000246,v1.3,0.1087,REVIEW,CLEARED,"{""Txn_Amt"": 57.73, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 89.4}"
LID_000247,TID_000247,v1.2,0.0017,ACCEPT,CLEARED,"{""Txn_Amt"": 20.36, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 85.5}"
LID_000248,TID_000248,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 557.27, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 73.6}"
LID_000249,TID_000249,v1.4,0.0468,ACCEPT,CLEARED,"{""Txn_Amt"": 259.55, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 80.5}"
LID_000250,TID_000250,v1.3,0.0867,ACCEPT,CLEARED,"{""Txn_Amt"": 239.86, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 66.6}"
LID_000251,TID_000251,v1.3,0.0133,ACCEPT,CLEARED,"{""Txn_Amt"": 17.31, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 17.7}"
LID_000252,TID_000252,v1.3,0.011,ACCEPT,CLEARED,"{""Txn_Amt"": 207.25, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 63.5}"
LID_000253,TID_000253,v1.4,0.072,ACCEPT,CLEARED,"{""Txn_Amt"": 65.12, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 28.9}"
LID_000254,TID_000254,v1.3,0.0323,ACCEPT,CLEARED,"{""Txn_Amt"": 160.72, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 59.5}"
LID_000255,TID_000255,v1.2,0.0031,ACCEPT,CLEARED,"{""Txn_Amt"": 57.52, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 100.0}"
LID_000256,TID_000256,v1.4,0.003,ACCEPT,CLEARED,"{""Txn_Amt"": 664.51, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 75.9}"
LID_000257,TID_000257,v1.2,0.3381,REVIEW,CLEARED,"{""Txn_Amt"": 45.23, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 59.1}"
LID_000258,TID_000258,v1.3,0.202,REVIEW,CLEARED,"{""Txn_Amt"": 236.84, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 81.5}"
LID_000259,TID_000259,v1.3,0.1762,REVIEW,CLEARED,"{""Txn_Amt"": 62.63, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 46.2}"
LID_000260,TID_000260,v1.3,0.0189,ACCEPT,CLEARED,"{""Txn_Amt"": 139.45, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 76.4}"
LID_000261,TID_000261,v1.4,0.0208,ACCEPT,CLEARED,"{""Txn_Amt"": 138.61, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 32.7}"
LID_000262,TID_000262,v1.3,0.2239,REVIEW,FRAUD,"{""Txn_Amt"": 370.44, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 48.3}"
LID_000263,TID_000263,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 48.25, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 24.4}"
LID_000264,TID_000264,v1.3,0.0547,ACCEPT,CLEARED,"{""Txn_Amt"": 484.71, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 24.1}"
LID_000265,TID_000265,v1.3,0.0719,ACCEPT,CLEARED,"{""Txn_Amt"": 79.49, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 5.9}"
LID_000266,TID_000266,v1.3,0.3295,REVIEW,CLEARED,"{""Txn_Amt"": 40.32, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 88.8}"
LID_000267,TID_000267,v1.3,0.0017,ACCEPT,CLEARED,"{""Txn_Amt"": 223.81, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 64.5}"
LID_000268,TID_000268,v1.3,0.1754,REVIEW,CLEARED,"{""Txn_Amt"": 26.08, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 0.7}"
LID_000269,TID_000269,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 1122.39, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 95.3}"
LID_000270,TID_000270,v1.2,0.1553,REVIEW,CLEARED,"{""Txn_Amt"": 10.06, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 57.2}"
LID_000271,TID_000271,v1.3,0.2154,REVIEW,CLEARED,"{""Txn_Amt"": 261.42, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 65.9}"
LID_000272,TID_000272,v1.3,0.0153,ACCEPT,CLEARED,"{""Txn_Amt"": 13.18, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 18.5}"
LID_000273,TID_000273,v1.3,0.2402,REVIEW,FRAUD,"{""Txn_Amt"": 53.39, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 34.0}"
LID_000274,TID_000274,v1.4,0.0293,ACCEPT,CLEARED,"{""Txn_Amt"": 56.75, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 34.3}"
LID_000275,TID_000275,v1.3,0.0842,ACCEPT,CLEARED,"{""Txn_Amt"": 25.85, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 68.8}"
LID_000276,TID_000276,v1.3,0.0265,ACCEPT,CLEARED,"{""Txn_Amt"": 87.23, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 8.1}"
LID_000277,TID_000277,v1.3,0.0124,ACCEPT,CLEARED,"{""Txn_Amt"": 110.57, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 42.6}"
LID_000278,TID_000278,v1.3,0.0304,ACCEPT,CLEARED,"{""Txn_Amt"": 47.63, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 77.9}"
LID_000279,TID_000279,v1.3,0.3678,REVIEW,CLEARED,"{""Txn_Amt"": 35.96, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 92.8}"
LID_000280,TID_000280,v1.3,0.0718,ACCEPT,CLEARED,"{""Txn_Amt"": 122.69, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 93.9}"
LID_000281,TID_000281,v1.3,0.0306,ACCEPT,CLEARED,"{""Txn_Amt"": 108.48, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 99.8}"
LID_000282,TID_000282,v1.3,0.2352,REVIEW,CLEARED,"{""Txn_Amt"": 1309.02, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 76.6}"
LID_000283,TID_000283,v1.3,0.0061,ACCEPT,CLEARED,"{""Txn_Amt"": 42.13, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 41.7}"
LID_000284,TID_000284,v1.3,0.0395,ACCEPT,CLEARED,"{""Txn_Amt"": 228.05, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 76.5}"
LID_000285,TID_000285,v1.4,0.2259,REVIEW,CLEARED,"{""Txn_Amt"": 123.98, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 65.0}"
LID_000286,TID_000286,v1.3,0.3189,REVIEW,CLEARED,"{""Txn_Amt"": 143.87, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 90.8}"
LID_000287,TID_000287,v1.4,0.128,REVIEW,CLEARED,"{""Txn_Amt"": 56.86, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 95.7}"
LID_000288,TID_000288,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 57.04, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 63.2}"
